Comparison	change	target_id	b	InterPro_new	CAZyme_new	Protease_new	KO	secreted_consensus	lichen_ortho
Edge / Apothecia	apothecium	XANPAGTX0501_001825-T1	-1.40280651325033	IPR003663 Sugar/inositol transporter, IPR005828 Major facilitator, sugar transporter-like, IPR005829 Sugar transporter, conserved site, IPR020846 Major facilitator superfamily domain, IPR036259 MFS transporter superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010380-T1	-1.40453791846666	IPR000210 BTB/POZ domain, IPR011333 SKP1/BTB/POZ domain superfamily	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_000033-T1	-1.41023113501513	IPR002656 Acyltransferase 3 domain	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009293-T1	-1.41959621554809	NA	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004008-T1	-1.42037447922957	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000036-T1	-1.42045689492766	IPR006640 SprT-like	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009581-T1	-1.42721752768118	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008888-T1	-1.42779626588958	IPR007527 Zinc finger, SWIM-type	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_003765-T1	-1.42802875823011	IPR000420 Yeast PIR protein repeat	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000697-T1	-1.44380493425112	NA	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006214-T1	-1.44424386243524	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_009795-T2	-1.44453500322858	IPR023631 Amidase signature domain, IPR036928 Amidase signature (AS) superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010304-T1	-1.45842019858424	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006422-T1	-1.46072734410039	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004978-T1	-1.460983827445	NA	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009621-T1	-1.46128748518854	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006909-T1	-1.46405393663352	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008863-T1	-1.46655857896703	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002007-T1	-1.46709269479815	NA	NA	NA		TRUE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_002820-T1	-1.46719228825424	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_006246-T1	-1.46849699409632	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007869-T1	-1.47233027763235	IPR000210 BTB/POZ domain, IPR011333 SKP1/BTB/POZ domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005619-T1	-1.47479615404741	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010379-T1	-1.47564477017673	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008874-T1	-1.47910868694697	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_006459-T1	-1.48026620450293	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009605-T1	-1.4806692260043	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002963-T1	-1.48709271997121	IPR000172 Glucose-methanol-choline oxidoreductase, N-terminal, IPR007867 Glucose-methanol-choline oxidoreductase, C-terminal, IPR012132 Glucose-methanol-choline oxidoreductase, IPR036188 FAD/NAD(P)-binding domain superfamily	AA3	NA	K00108	TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009942-T1	-1.49466061268762	IPR001810 F-box domain, IPR036047 F-box-like domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001951-T1	-1.49823808279431	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004853-T1	-1.50041887219467	IPR000719 Protein kinase domain, IPR000961 AGC-kinase, C-terminal, IPR011009 Protein kinase-like domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003361-T1	-1.50542841634082	NA	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001820-T2	-1.51019182716649	IPR021109 Aspartic peptidase domain superfamily, IPR033121 Peptidase family A1 domain	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000691-T1	-1.51193394766575	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_001710-T1	-1.51283759059004	IPR007577 Glycosyltransferase, DXD sugar-binding motif, IPR029044 Nucleotide-diphospho-sugar transferases	GT32	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003448-T1	-1.51592384433562	NA	NA	NA		TRUE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_000420-T1	-1.51844345599406	IPR013087 Zinc finger C2H2-type	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005278-T1	-1.521180455669	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010051-T1	-1.52982835685571	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000910-T1	-1.53033082662727	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009511-T1	-1.53330274752258	IPR000757 Glycoside hydrolase family 16, IPR001002 Chitin-binding, type 1, IPR008264 Beta-glucanase, IPR013320 Concanavalin A-like lectin/glucanase domain superfamily, IPR036861 Endochitinase-like superfamily	GH16	NA	K01216	TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008533-T1	-1.54030174975884	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009737-T1	-1.54077414748414	IPR005829 Sugar transporter, conserved site, IPR011701 Major facilitator superfamily, IPR020846 Major facilitator superfamily domain, IPR036259 MFS transporter superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009141-T1	-1.54388639932549	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007899-T1	-1.54459922515544	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003247-T1	-1.54528929271636	IPR001878 Zinc finger, CCHC-type, IPR025836 Zinc knuckle CX2CX4HX4C, IPR036875 Zinc finger, CCHC-type superfamily	NA	NA	K09250	FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009666-T1	-1.55489123678802	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001082-T1	-1.5595413652927	IPR004853 Sugar phosphate transporter domain	NA	NA	K26222	FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005402-T1	-1.56017693095353	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_000872-T1	-1.56287798149434	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005296-T1	-1.56871588602535	IPR018750 Protein of unknown function DUF2306, membrane	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004018-T2	-1.57197902261113	IPR011009 Protein kinase-like domain superfamily, IPR016477 Fructosamine/Ketosamine-3-kinase	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_007750-T1	-1.57729703674539	IPR027417 P-loop containing nucleoside triphosphate hydrolase	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004416-T1	-1.57877267473258	IPR000246 Peptidase T2, asparaginase 2, IPR029055 Nucleophile aminohydrolases, N-terminal, IPR037464 Threonine aspartase 1	NA	T02	K08657	FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007403-T1	-1.58230921938813	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_010598-T1	-1.58232470141735	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009600-T1	-1.58377590832104	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007231-T1	-1.583790362917	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010381-T1	-1.59220584731967	IPR002293 Amino acid/polyamine transporter I	NA	NA	K03294	FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008534-T1	-1.59301628807156	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001512-T1	-1.6033385105339	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001061-T1	-1.60333859817142	IPR002328 Alcohol dehydrogenase, zinc-type, conserved site, IPR011032 GroES-like superfamily, IPR013149 Alcohol dehydrogenase-like, C-terminal, IPR013154 Alcohol dehydrogenase-like, N-terminal, IPR020843 Polyketide synthase, enoylreductase domain, IPR036291 NAD(P)-binding domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001953-T1	-1.60720469602739	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005049-T1	-1.61223483272901	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002057-T1	-1.61629406915733	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008008-T1	-1.61705050143839	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006330-T1	-1.61839406992348	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001064-T1	-1.6219879848941	IPR021765 Mycotoxin biosynthesis protein UstYa-like	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009887-T1	-1.6257399761176	NA	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001965-T1	-1.63295189906699	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008628-T1	-1.63986917628292	IPR023346 Lysozyme-like domain superfamily	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_000025-T1	-1.64166896890673	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_001362-T1	-1.64783924825582	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003283-T1	-1.64878190713721	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001948-T1	-1.66275319943081	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001888-T1	-1.67849265853807	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001950-T1	-1.67896336173488	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007464-T1	-1.68584883027719	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002213-T1	-1.68874624884892	IPR000629 ATP-dependent RNA helicase DEAD-box, conserved site, IPR001650 Helicase, C-terminal, IPR011545 DEAD/DEAH box helicase domain, IPR014001 Helicase superfamily 1/2, ATP-binding domain, IPR014014 RNA helicase, DEAD-box type, Q motif, IPR027417 P-loop containing nucleoside triphosphate hydrolase	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009316-T1	-1.69772185193658	IPR001810 F-box domain, IPR036047 F-box-like domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009886-T1	-1.70574440399481	NA	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003282-T1	-1.70654110438465	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008426-T1	-1.70703009031789	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001330-T1	-1.70788152310619	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_000681-T1	-1.70956658390164	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001964-T1	-1.72759026698984	IPR001611 Leucine-rich repeat, IPR003591 Leucine-rich repeat, typical subtype, IPR019487 RAM signalling pathway, SOG2, IPR032675 Leucine-rich repeat domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001949-T1	-1.73273224906391	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006245-T1	-1.74321320701145	NA	NA	NA		TRUE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_003212-T1	-1.75710396861864	IPR001810 F-box domain, IPR032675 Leucine-rich repeat domain superfamily, IPR036047 F-box-like domain superfamily	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_009317-T1	-1.75800338484013	IPR008979 Galactose-binding-like domain superfamily	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009582-T1	-1.76510304812818	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004217-T1	-1.76631172369868	IPR000504 RNA recognition motif domain, IPR012677 Nucleotide-binding alpha-beta plait domain superfamily, IPR035979 RNA-binding domain superfamily	NA	NA	K24990	FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005394-T1	-1.76736174332241	IPR002575 Aminoglycoside phosphotransferase, IPR011009 Protein kinase-like domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001947-T1	-1.76784017405257	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003775-T1	-1.77011406901788	IPR003100 PAZ domain, IPR003165 Piwi domain, IPR012337 Ribonuclease H-like superfamily, IPR014811 Argonaute, linker 1 domain, IPR032472 Argonaute linker 2 domain, IPR032473 Protein argonaute, Mid domain, IPR032474 Protein argonaute, N-terminal, IPR036085 PAZ domain superfamily, IPR036397 Ribonuclease H superfamily	NA	NA	K11593	FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008419-T1	-1.77881847037369	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004950-T1	-1.78282395947644	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002170-T1	-1.78650633743527	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000893-T1	-1.79152873023619	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004628-T1	-1.79212657736329	IPR002156 Ribonuclease H domain, IPR012337 Ribonuclease H-like superfamily, IPR036397 Ribonuclease H superfamily	NA	NA	K03469	FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007343-T1	-1.79213981010962	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004494-T1	-1.79253619371127	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010117-T1	-1.79376664337334	IPR002110 Ankyrin repeat, IPR011009 Protein kinase-like domain superfamily, IPR016477 Fructosamine/Ketosamine-3-kinase, IPR020683 Domain of unknown function DUF3447, IPR036770 Ankyrin repeat-containing domain superfamily	NA	NA	K15523	FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006449-T1	-1.79645729206361	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000005-T1	-1.8011598477048	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005658-T1	-1.80127772262796	IPR001153 Barwin domain, IPR009009 RlpA-like protein, double-psi beta-barrel domain, IPR036908 RlpA-like domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003213-T1	-1.8042909339965	IPR001810 F-box domain, IPR032675 Leucine-rich repeat domain superfamily, IPR036047 F-box-like domain superfamily	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_001954-T1	-1.80867225445798	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004580-T1	-1.80960864145	IPR007292 Nuclear fusion protein Kar5	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002103-T1	-1.81053049926654	IPR036910 High mobility group box domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005597-T1	-1.81634504686528	IPR006421 Glycogen debranching enzyme, metazoa, IPR008928 Six-hairpin glycosidase superfamily, IPR012341 Six-hairpin glycosidase-like superfamily, IPR017853 Glycoside hydrolase superfamily, IPR029436 Eukaryotic glycogen debranching enzyme, N-terminal domain, IPR032788 Glycogen debranching enzyme, central domain, IPR032790 Glycogen debranching enzyme, C-terminal, IPR032792 Glycogen debranching enzyme, glucanotransferase domain	GH133	NA	K01196	FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005613-T1	-1.81799611210092	IPR003615 HNH nuclease	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_006016-T1	-1.83198851146104	IPR008928 Six-hairpin glycosidase superfamily, IPR031335 Glycosyl hydrolase family 63, C-terminal	GH63	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002104-T1	-1.83500285743083	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007067-T1	-1.83930818991955	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_001612-T1	-1.84697096161533	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000398-T1	-1.84770151348432	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004493-T1	-1.85777142363832	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007244-T1	-1.85853884302017	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000610-T1	-1.86868680131478	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001333-T1	-1.8703743768541	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_009927-T1	-1.87048367046294	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_007870-T1	-1.87406983249609	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004104-T1	-1.87812229160091	IPR001214 SET domain, IPR011990 Tetratricopeptide-like helical domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005631-T1	-1.88556602719496	IPR023631 Amidase signature domain, IPR036928 Amidase signature (AS) superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009786-T1	-1.89494219054097	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002185-T1	-1.89708485691708	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002163-T1	-1.90402145083184	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006255-T1	-1.90454117550687	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001643-T1	-1.91068885317262	IPR001810 F-box domain, IPR032675 Leucine-rich repeat domain superfamily, IPR036047 F-box-like domain superfamily	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_010222-T1	-1.9121137885124	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002166-T1	-1.91772019348097	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009926-T1	-1.91995910984103	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000194-T1	-1.93443322937708	IPR006047 Glycosyl hydrolase, family 13, catalytic domain, IPR013780 Glycosyl hydrolase, all-beta, IPR017853 Glycoside hydrolase superfamily	GH13	NA	K01176	FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000647-T1	-1.94016108161545	IPR000571 Zinc finger, CCCH-type	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001956-T1	-1.94109398942665	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008090-T1	-1.95435020831577	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002165-T1	-1.95947250010222	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005620-T1	-1.97335980929372	IPR001841 Zinc finger, RING-type, IPR004331 SPX domain, IPR011016 Zinc finger, RING-CH-type, IPR013083 Zinc finger, RING/FYVE/PHD-type, IPR017907 Zinc finger, RING-type, conserved site	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_004520-T1	-1.98580272717915	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001605-T1	-1.99052169507232	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001538-T1	-1.99405605080441	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001414-T1	-1.99452812636186	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005048-T1	-1.99767712393971	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000604-T1	-1.99794331534365	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001958-T1	-1.99863711692254	IPR001356 Homeobox domain, IPR009057 Homeobox-like domain superfamily, IPR017970 Homeobox, conserved site	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006974-T1	-2.0007399637345	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009615-T1	-2.00085305648976	IPR035940 CAP superfamily	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001952-T1	-2.00269923737899	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_008041-T1	-2.01618918988404	NA	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005630-T1	-2.02722921931727	IPR036928 Amidase signature (AS) superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002522-T1	-2.03003470944441	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_006910-T1	-2.03252930327661	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001967-T1	-2.03280809424984	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_003572-T1	-2.04421705042281	IPR001087 GDSL lipase/esterase, IPR036514 SGNH hydrolase superfamily	CE16	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010303-T1	-2.05476780059472	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005279-T1	-2.05597255471226	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009139-T1	-2.05668523255164	IPR001876 Zinc finger, RanBP2-type	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004891-T1	-2.05750027873907	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001910-T1	-2.06224061080768	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007873-T1	-2.06752244565979	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_007871-T1	-2.08112255578883	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_005615-T1	-2.09219653818312	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009318-T1	-2.09768415080929	IPR011333 SKP1/BTB/POZ domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005735-T1	-2.10201465646358	IPR018824 Conidiation-specific protein 6	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_007872-T1	-2.10580029053315	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_001611-T1	-2.12569741818646	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005814-T1	-2.12968465815671	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001859-T1	-2.14238038159144	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_007262-T1	-2.14900504006927	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_010203-T1	-2.14900504006927	NA	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_008856-T1	-2.16021803627853	IPR001810 F-box domain, IPR032675 Leucine-rich repeat domain superfamily	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_005061-T1	-2.16687543430172	NA	NA	NA		TRUE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002183-T1	-2.17460623457991	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002182-T1	-2.18040200136971	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002763-T1	-2.18455634048272	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_009619-T1	-2.20353326621108	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005766-T1	-2.22345335832639	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004414-T1	-2.23088026864916	IPR027417 P-loop containing nucleoside triphosphate hydrolase	NA	NA		FALSE	TRUE
Edge / Apothecia	apothecium	XANPAGTX0501_006957-T1	-2.2524146607654	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_005614-T1	-2.25289011049105	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_001960-T1	-2.26472065654397	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_010596-T1	-2.27187152255464	NA	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_000193-T1	-2.28399229026112	IPR006047 Glycosyl hydrolase, family 13, catalytic domain, IPR017853 Glycoside hydrolase superfamily	GH13	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_004521-T1	-2.28439127296364	IPR008271 Serine/threonine-protein kinase, active site, IPR011009 Protein kinase-like domain superfamily	NA	NA		FALSE	FALSE
Edge / Apothecia	apothecium	XANPAGTX0501_002172-T1	-2.28509239764309	NA	NA	NA		FALSE	FALSE
