"query","target","nident","fident","alnlen","mismatch","gapopen","qstart","qend","tstart","tend","prob","evalue","bits"
"186_FUN003328T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1V8V229-F1-model_v4",217,0.676,321,103,1,228,548,223,542,1,1.699e-49,1704
"186_FUN003328T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0B2WKF0-F1-model_v4",147,0.39,376,200,6,184,550,24,379,1,1.296e-40,1298
"186_FUN003328T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A6A4HEX0-F1-model_v4",105,0.386,272,143,6,284,549,17,270,1,8.465e-28,837
"195_FUN003490T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-C1HDJ5-F1-model_v4",278,0.609,456,178,0,2,457,20,475,1,2.157e-37,2282
"195_FUN003490T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A3M7I0K9-F1-model_v4",266,0.582,457,191,0,1,457,121,577,1,9.659e-38,2268
"195_FUN003490T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A3M6VZG3-F1-model_v4",265,0.579,457,192,0,1,457,22,478,1,1.471e-37,2260
"195_FUN003490T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A3M6XUH3-F1-model_v4",265,0.579,457,192,0,1,457,70,526,1,1.363e-37,2230
"195_FUN003490T1unrelaxedrank001alphafold2ptmmodel1seed000.pdb","AF-A0A1V6XC19-F1-model_v4",257,0.571,450,193,0,8,457,23,472,1,3.025e-36,2179
"203_FUN003678T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A7C8MK18-F1-model_v4",43,0.161,267,162,15,11,220,11,272,1,6.646e-11,349
"203_FUN003678T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A2T2N2Y1-F1-model_v4",43,0.153,281,170,14,5,219,1,279,1,1.072e-10,337
"203_FUN003678T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A194X1P8-F1-model_v4",55,0.219,251,150,9,4,220,2,240,1,9.511e-11,265
"203_FUN003678T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-M2YJT1-F1-model_v4",41,0.115,355,167,19,4,217,61,409,1,1.005e-08,256
"203_FUN003678T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1V1TCQ2-F1-model_v4",34,0.178,191,113,12,47,216,140,307,1,2.117e-07,220
"330_FUN006135T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7I8D574-F1-model_v4",4,0.1,40,36,0,2,41,1,40,1,0.05071,127
"330_FUN006135T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A3N5Y623-F1-model_v4",7,0.166,42,35,0,2,43,63,104,1,0.04723,123
"330_FUN006135T1unrelaxedrank001alphafold2ptm.pdb","AF-V2XRF1-F1-model_v4",4,0.1,40,36,0,2,41,1,40,1,0.1277,109
"330_FUN006135T1unrelaxedrank001alphafold2ptm.pdb","AF-E0VZZ0-F1-model_v4",5,0.131,38,33,0,4,41,235,272,0.999,0.3455,96
"330_FUN006135T1unrelaxedrank001alphafold2ptm.pdb","AF-M6F522-F1-model_v4",6,0.146,41,35,0,1,41,36,76,0.988,0.3709,82
"331_FUN006142T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0D2AYN4-F1-model_v4",18,0.156,115,81,8,6,110,51,159,1,0.008507,105
"331_FUN006142T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A161W712-F1-model_v4",12,0.111,108,80,5,9,110,39,136,1,0.01405,104
"331_FUN006142T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A167B5E5-F1-model_v4",12,0.103,116,80,6,5,110,65,166,1,0.02801,104
"331_FUN006142T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A167CBE3-F1-model_v4",16,0.144,111,73,5,9,111,90,186,0.978,0.0764,78
"331_FUN006142T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0F9ABN3-F1-model_v4",7,0.079,88,79,2,25,111,32,118,0.233,0.6444,41
"339_FUN006257T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2I0SA18-F1-model_v4",148,0.55,269,120,1,1,269,20,287,1,1.918e-41,1524
"339_FUN006257T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A178CKP3-F1-model_v4",146,0.534,273,121,2,1,271,19,287,1,6.839e-40,1462
"339_FUN006257T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A6QKC5-F1-model_v4",145,0.589,246,100,1,1,246,21,265,1,1.069e-39,1443
"339_FUN006257T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0W4ZUP6-F1-model_v4",80,0.276,289,187,7,1,271,20,304,1,8.257e-27,914
"339_FUN006257T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4S8XJ05-F1-model_v4",97,0.587,165,67,1,1,165,19,182,1,1.113e-22,823
"425_FUN007884T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7R7XK62-F1-model_v4",310,0.379,819,353,21,4,677,35,842,1,3.654e-74,2735
"425_FUN007884T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6J3MGP7-F1-model_v4",277,0.414,668,342,15,4,633,41,697,1,2.506e-71,2667
"425_FUN007884T1unrelaxedrank001alphafold2ptm.pdb","AF-A7F146-F1-model_v4",243,0.36,675,301,12,110,659,1,669,1,2.001e-56,1846
"425_FUN007884T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A559MA18-F1-model_v4",228,0.42,542,255,11,142,631,17,551,1,1.656e-52,1829
"425_FUN007884T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A6H586-F1-model_v4",108,0.461,234,121,3,22,253,3,233,1,1.521e-23,838
"555_FUN009986T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1S1VAN8-F1-model_v4",318,0.651,488,164,2,22,506,1,485,1,4.902e-78,2999
"555_FUN009986T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A3M7MD23-F1-model_v4",307,0.611,502,181,5,12,506,39,533,1,2.635e-77,2918
"555_FUN009986T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2W1GKP2-F1-model_v4",238,0.469,507,255,7,4,501,303,804,1,1.473e-67,2503
"555_FUN009986T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2W1EI58-F1-model_v4",235,0.464,506,256,8,7,502,38,538,1,3.516e-67,2476
"555_FUN009986T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6S6V3Y4-F1-model_v4",241,0.478,504,247,9,7,502,38,533,1,8.056e-66,2393
"561_FUN010044T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1Y1ZCU9-F1-model_v4",111,0.6,185,74,0,3,187,32,216,1,2.895e-23,830
"561_FUN010044T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A5XLA3-F1-model_v4",115,0.638,180,65,0,3,182,34,213,1,1.697e-20,736
"561_FUN010044T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A6IC26-F1-model_v4",115,0.638,180,65,0,3,182,31,210,1,1.23e-20,732
"561_FUN010044T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6G1KGC5-F1-model_v4",110,0.588,187,77,0,1,187,29,215,1,2.196e-20,730
"561_FUN010044T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A428PQS8-F1-model_v4",96,0.521,184,88,0,1,184,29,212,1,2.264e-18,657
"565_FUN010118T1unrelaxedrank001alphafold2ptm.pdb","AF-H0EM97-F1-model_v4",486,0.338,1438,608,42,24,1425,1,1130,1,9.154e-99,2001
"565_FUN010118T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7X9Q0F9-F1-model_v4",194,0.338,573,345,14,7,572,15,560,1,2.109e-51,1937
"565_FUN010118T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2J6TNU0-F1-model_v4",172,0.331,519,310,21,12,509,1,503,1,1.456e-44,1763
"565_FUN010118T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4T0C0S1-F1-model_v4",337,0.287,1173,335,19,692,1369,1,1167,1,9.171e-72,1621
"565_FUN010118T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0G4LLK1-F1-model_v4",163,0.59,276,110,3,140,415,5,277,1,5.141e-35,1411
"59_FUN000933T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A2C5YLF8-F1-model_v4",42,0.318,132,81,4,19,147,23,148,1,2.403e-11,400
"59_FUN000933T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A369HF07-F1-model_v4",38,0.306,124,84,2,25,147,35,157,1,2.327e-10,399
"59_FUN000933T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A0G4N0P6-F1-model_v4",34,0.265,128,92,2,23,149,37,163,1,4.451e-10,378
"59_FUN000933T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A0N0V4V1-F1-model_v4",35,0.257,136,96,5,18,151,4,136,1,2.827e-10,369
"59_FUN000933T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A1J9P360-F1-model_v4",38,0.285,133,93,2,16,147,16,147,1,3.434e-10,363
"20_FUN000377T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A6G1LIW3-F1-model_v4",43,0.169,254,143,8,1,191,28,276,1,2.048e-06,281
"20_FUN000377T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-X0BWY9-F1-model_v4",51,0.198,257,143,14,1,198,26,278,1,2.597e-06,273
"20_FUN000377T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A6G1NF99-F1-model_v4",44,0.192,228,132,7,15,190,38,265,1,6.722e-06,253
"20_FUN000377T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0G4KS37-F1-model_v4",45,0.18,250,134,12,2,189,371,611,1,7.753e-06,246
"20_FUN000377T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A3M9XZ81-F1-model_v4",43,0.183,234,121,8,15,187,38,262,1,2.006e-05,223
"210_FUN003769T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A162N013-F1-model_v4",24,0.436,55,27,1,1,51,1,55,0.999,0.008427,97
"210_FUN003769T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A4R8R2E3-F1-model_v4",20,0.416,48,28,0,4,51,5,52,0.996,0.02808,90
"211_FUN003835T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A2H2ZMS4-F1-model_v4",190,0.502,378,169,5,1,362,41,415,1,1.24e-55,1929
"211_FUN003835T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A6A6I9F8-F1-model_v4",154,0.426,361,200,4,5,361,56,413,1,1.443e-53,1849
"211_FUN003835T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A6A5TNI9-F1-model_v4",164,0.45,364,186,7,5,362,25,380,1,6.672e-54,1834
"211_FUN003835T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-U1HVD1-F1-model_v4",152,0.457,332,175,3,6,335,52,380,1,9.134e-49,1669
"211_FUN003835T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A2V1DWZ1-F1-model_v4",118,0.408,289,165,3,5,290,30,315,1,8.006e-38,1266
"21_FUN000388T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A183C833-F1-model_v4",13,0.112,116,78,4,1,94,1,113,0.029,6.65,20
"220_FUN003880T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A6A6HBS6-F1-model_v4",20,0.21,95,56,6,2,78,29,122,1,0.000714,180
"220_FUN003880T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A6A5T635-F1-model_v4",21,0.181,116,76,6,2,98,17,132,1,0.009233,112
"220_FUN003880T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A364NCD0-F1-model_v4",20,0.17,117,74,6,2,98,20,133,0.975,0.06204,77
"220_FUN003880T1unrelaxedrank001alphafold2ptmmodel5seed000.pdb","AF-A0A094GHW4-F1-model_v4",5,0.053,94,72,6,3,87,19,104,0.855,0.9591,64
"222_FUN003936T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A165K0S4-F1-model_v4",41,0.394,104,56,2,2,98,23,126,1,2.041e-09,351
"222_FUN003936T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A1W5DB61-F1-model_v4",45,0.416,108,56,2,2,102,21,128,1,5.797e-09,343
"222_FUN003936T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A0D1Y9M4-F1-model_v4",31,0.306,101,63,2,5,98,34,134,1,7.884e-08,303
"222_FUN003936T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-S3CZB3-F1-model_v4",34,0.309,110,63,4,3,101,22,129,1,1.616e-07,276
"222_FUN003936T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A6A6W4W6-F1-model_v4",34,0.311,109,66,2,1,100,23,131,0,1.966e-07,-2147483648
"247_FUN004515T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0N1H2U8-F1-model_v4",34,0.22,154,112,7,2,152,67,215,1,1.719e-10,403
"247_FUN004515T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A364NA13-F1-model_v4",36,0.238,151,108,6,1,148,54,200,1,2.935e-10,391
"247_FUN004515T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A7J6IJ96-F1-model_v4",31,0.197,157,117,6,1,152,36,188,1,3.722e-10,386
"247_FUN004515T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-K2RUG0-F1-model_v4",31,0.198,156,117,6,1,152,50,201,1,7.593e-10,386
"247_FUN004515T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-R1GVE5-F1-model_v4",33,0.207,159,114,6,1,153,15,167,1,3.507e-10,376
"262_FUN004956T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A5M8Q4D1-F1-model_v4",20,0.17,117,84,5,4,109,65,179,1,0.0002609,164
"262_FUN004956T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A5M8Q1J0-F1-model_v4",17,0.144,118,88,7,1,107,59,174,1,0.0007029,143
"262_FUN004956T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A4U7AVH8-F1-model_v4",10,0.131,76,58,4,41,109,159,233,0.569,0.8252,53
"321_FUN005822T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A3M2SVX8-F1-model_v4",171,0.508,336,160,2,4,338,25,356,1,4.506e-46,1858
"321_FUN005822T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A167FBP7-F1-model_v4",152,0.448,339,182,2,4,340,24,359,1,2.983e-42,1608
"321_FUN005822T1unrelaxedrank001alphafold2ptm.pdb","AF-C6H9S9-F1-model_v4",164,0.565,290,121,2,53,340,1,287,1,5.597e-40,1577
"321_FUN005822T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1Z5SU83-F1-model_v4",169,0.58,291,115,5,52,340,562,847,1,4.392e-39,1497
"321_FUN005822T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0F8B2F9-F1-model_v4",166,0.485,342,139,6,9,340,33,347,1,5.917e-40,1393
"324_FUN005856T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A165FUN5-F1-model_v4",94,0.261,360,215,12,4,348,22,345,1,1.962e-31,963
"324_FUN005856T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A3M7E618-F1-model_v4",87,0.234,371,241,17,2,348,18,369,1,5.444e-28,871
"324_FUN005856T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A072P6A1-F1-model_v4",91,0.241,377,232,17,2,348,19,371,1,1.483e-28,864
"324_FUN005856T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4V6S1T3-F1-model_v4",79,0.207,381,247,17,2,348,29,388,1,9.033e-29,863
"324_FUN005856T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1W5CV84-F1-model_v4",80,0.217,367,196,16,2,291,18,370,1,5.774e-22,582
"518_FUN009655T1unrelaxedrank001alphafold2ptm.pdb","AF-W3WNK7-F1-model_v4",95,0.295,322,195,10,1,315,27,323,1,3.124e-26,872
"518_FUN009655T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A6CTA7-F1-model_v4",77,0.236,325,218,9,4,317,63,368,1,2.957e-23,774
"518_FUN009655T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A165LSF0-F1-model_v4",79,0.241,327,190,13,1,314,17,298,1,1.453e-17,541
"518_FUN009655T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0P7BHQ9-F1-model_v4",73,0.224,325,182,14,9,312,43,318,1,6.184e-14,402
"518_FUN009655T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A251U2G7-F1-model_v4",64,0.176,363,208,24,8,314,344,671,1,1.358e-10,288
"542_FUN009860T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2V1D9L3-F1-model_v4",120,0.476,252,130,2,3,252,2,253,1,2.057e-39,1376
"542_FUN009860T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1Y1Y4L9-F1-model_v4",113,0.448,252,137,2,3,252,2,253,1,3.071e-39,1372
"542_FUN009860T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A559MC73-F1-model_v4",96,0.38,252,154,1,4,253,4,255,1,6.855e-37,1273
"542_FUN009860T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4Q4S0Y5-F1-model_v4",80,0.316,253,159,8,4,250,3,247,1,1.945e-27,872
"542_FUN009860T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2P5HL83-F1-model_v4",74,0.347,213,138,1,43,254,14,226,1,3.939e-22,738
"551_FUN009936T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0S6X9K8-F1-model_v4",278,0.435,639,325,16,283,903,47,667,1,9.183e-73,2888
"551_FUN009936T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7C8KZS6-F1-model_v4",246,0.5,492,230,7,426,903,49,538,1,4.546e-63,2818
"551_FUN009936T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2T2N4Y8-F1-model_v4",262,0.466,562,256,14,363,902,17,556,1,3.697e-65,2617
"551_FUN009936T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2G5HG28-F1-model_v4",278,0.357,780,327,24,203,903,25,708,1,6.199e-66,2225
"551_FUN009936T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2W1E6U0-F1-model_v4",215,0.508,423,194,4,494,903,1,422,1,1.955e-51,2215
"608_FUN010738T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7H2BE80-F1-model_v4",7,0.084,83,61,5,17,93,179,252,0.196,1.035,39
"65_FUN001028T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-L8G156-F1-model_v4",185,0.562,329,139,3,1,326,26,352,1,2.656e-43,1616
"65_FUN001028T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-M3D149-F1-model_v4",185,0.567,326,137,4,1,325,9,331,1,7.147e-43,1570
"65_FUN001028T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A094CH65-F1-model_v4",180,0.547,329,144,3,1,326,663,989,1,2.788e-42,1570
"65_FUN001028T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A093Z7Z6-F1-model_v4",150,0.563,266,111,3,1,263,26,289,1,1.898e-41,1491
"65_FUN001028T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A4Z0YTB4-F1-model_v4",172,0.527,326,147,5,1,325,214,533,1,4.396e-39,1413
"69_FUN001066T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A0D2CUR1-F1-model_v4",150,0.503,298,126,4,1,278,17,312,1,3.298e-38,1552
"69_FUN001066T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A6G0UNG1-F1-model_v4",146,0.491,297,128,4,2,278,25,318,1,6.766e-38,1541
"69_FUN001066T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-E9DE28-F1-model_v4",134,0.449,298,142,4,1,278,18,313,1,6.898e-37,1514
"69_FUN001066T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A5M8Q4I7-F1-model_v4",127,0.431,294,130,6,3,278,20,294,1,1.249e-31,1211
"69_FUN001066T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-F0XC09-F1-model_v4",107,0.361,296,157,10,2,278,27,309,1,2.613e-30,1128
"71_FUN001094T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A1W5DAQ3-F1-model_v4",208,0.523,397,102,2,1,310,23,419,1,4.161e-49,1597
"71_FUN001094T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A1R3RS37-F1-model_v4",190,0.535,355,120,6,1,311,24,377,1,7.582e-47,1468
"71_FUN001094T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A4Q4QDW0-F1-model_v4",168,0.43,390,143,3,1,311,21,410,1,1.178e-43,1364
"71_FUN001094T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A6C1LTF2-F1-model_v4",171,0.459,372,140,4,1,311,23,394,1,5.446e-43,1346
"71_FUN001094T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-E4V0A3-F1-model_v4",157,0.423,371,154,4,1,311,21,391,1,1.923e-43,1340
"77_FUN001150T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A232M6A5-F1-model_v4",234,0.393,595,301,9,2,551,32,611,1,4.536e-59,2463
"77_FUN001150T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-U1HZ89-F1-model_v4",232,0.389,596,299,15,2,558,22,591,1,1.573e-56,2259
"77_FUN001150T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-C0NAP3-F1-model_v4",223,0.351,635,315,15,3,558,21,637,1,1.33e-54,2213
"77_FUN001150T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A364KV05-F1-model_v4",227,0.398,570,273,16,2,511,20,579,1,1.893e-51,2014
"77_FUN001150T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0H1B458-F1-model_v4",175,0.453,386,198,7,3,387,21,394,1,3.709e-38,1581
"32_FUN000516T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A177DZ91-F1-model_v4",27,0.175,154,99,4,3,130,114,265,1,2.617e-08,330
"32_FUN000516T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A4Q4QFQ8-F1-model_v4",27,0.17,158,95,5,3,130,73,224,1,4.084e-08,310
"32_FUN000516T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A6A7BBL6-F1-model_v4",28,0.185,151,94,5,3,130,140,284,1,5.981e-08,301
"32_FUN000516T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A7C8MK18-F1-model_v4",31,0.192,161,95,4,3,130,108,266,1,2.423e-07,291
"32_FUN000516T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A7U2F0M6-F1-model_v4",24,0.198,121,88,4,17,130,30,148,1,9.947e-08,282
"371_FUN006702T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1V8TMC2-F1-model_v4",27,0.178,151,106,9,53,193,192,334,1,2.954e-07,263
"371_FUN006702T1unrelaxedrank001alphafold2ptm.pdb","AF-W0J3J6-F1-model_v4",25,0.152,164,112,8,53,194,28,186,1,1.779e-07,249
"371_FUN006702T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1H8GQS7-F1-model_v4",30,0.133,224,136,16,5,193,68,268,1,2.954e-07,195
"371_FUN006702T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7C1IDW1-F1-model_v4",27,0.169,159,99,12,53,194,499,641,1,1.617e-05,174
"371_FUN006702T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A257L5K4-F1-model_v4",28,0.185,151,102,10,54,193,343,483,1,1.365e-05,172
"378_FUN006870T1unrelaxedrank001alphafold2ptm.pdb","AF-R7YMC8-F1-model_v4",26,0.456,57,31,0,1,57,29,85,1,1.193e-05,271
"378_FUN006870T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1S9RPI8-F1-model_v4",25,0.471,53,28,0,6,58,429,481,1,2.619e-05,255
"378_FUN006870T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0F7THS6-F1-model_v4",25,0.471,53,28,0,6,58,307,359,1,6.138e-05,243
"378_FUN006870T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0W4ZU81-F1-model_v4",25,0.48,52,27,0,6,57,28,79,1,7.471e-05,231
"378_FUN006870T1unrelaxedrank001alphafold2ptm.pdb","AF-D5GF49-F1-model_v4",21,0.362,58,37,0,2,59,26,83,1,0.0003372,208
"379_FUN006873T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A370U1V6-F1-model_v4",80,0.329,243,154,5,2,240,26,263,1,8.008e-24,876
"379_FUN006873T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A409X1Y9-F1-model_v4",81,0.33,245,159,4,1,243,1,242,1,6.674e-22,853
"379_FUN006873T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2J6SBM8-F1-model_v4",81,0.327,247,158,5,1,243,3,245,1,1.164e-22,849
"379_FUN006873T1unrelaxedrank001alphafold2ptm.pdb","AF-S3DAA7-F1-model_v4",72,0.291,247,162,6,2,242,4,243,1,8.705e-23,841
"379_FUN006873T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0G2FV28-F1-model_v4",80,0.366,218,133,4,25,239,7,222,1,1.936e-18,706
"385_FUN006958T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A6S275-F1-model_v4",243,0.542,448,202,3,2,448,33,478,1,4.081e-70,2610
"385_FUN006958T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A6PEK6-F1-model_v4",251,0.559,449,191,7,2,447,39,483,1,2.051e-66,2453
"385_FUN006958T1unrelaxedrank001alphafold2ptm.pdb","AF-A8PFK7-F1-model_v4",204,0.452,451,239,6,2,446,30,478,1,2.521e-62,2103
"385_FUN006958T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0G2HYK0-F1-model_v4",215,0.519,414,190,7,39,447,1,410,1,1.375e-57,1924
"385_FUN006958T1unrelaxedrank001alphafold2ptm.pdb","AF-H0EV62-F1-model_v4",186,0.476,390,133,10,61,448,4,324,1,2.419e-42,1335
"395_FUN007256T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A177CNP0-F1-model_v4",82,0.539,152,70,0,3,154,29,180,1,5.474e-19,921
"395_FUN007256T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1Y2E8A8-F1-model_v4",66,0.428,154,88,0,3,156,19,172,1,1.785e-18,894
"395_FUN007256T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1Y2UHL0-F1-model_v4",69,0.445,155,86,0,1,155,3,157,1,2.985e-18,891
"395_FUN007256T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7D5ZCC8-F1-model_v4",68,0.422,161,87,1,1,155,13,173,1,2.309e-18,857
"395_FUN007256T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0A1SUM8-F1-model_v4",74,0.477,155,81,0,1,155,49,203,1,3.308e-18,857
