Orthogroup	AOBU01 Cyphellophora europaea	Acastr1 Acarospora strigata	Altal1 Alternaria alternata	Amamu1 Amanita muscaria	Artol1 Arthrobotrys oligospora	Ascim1 Ascobolus immersus	Aspni Aspergillus niger CBS 513.88	Aurpu Aureobasidium pullulans var. melanogenum	CAJPDR01 Alectoria fallacina	Capcor1 Capronia coronata	Claba1 Cladophialophora bantiana CBS 173.52	Clagr3 Cladonia grayi	Cocpo1 Coccidioides posadasii	Dibbae1 Dibaeis baeomyces 	EndpusZ1 Endocarpon pusillum	Erypu1 Erysiphe pulchra	Exoaq1 Exophiala aquamarina	Fonmu1 Fonsecaea multimorphosa	Fusgr1 Fusarium graminearum	GTX0466.bin.15.proteins GTX0466.bin.15.proteins	GTX0486 GTX0486_487.bin.100.proteins	GTX0494.bin.19.proteins GTX0494.bin.19.proteins	Grascr1 Graphis scripta	JALAHW01 Teloschistes peruensis	JALAIA01 Xanthoria mediterranea	JALAII01 Xanthoria aureola	JALAIK01 Xanthoria steineri	JALAIP01 Caloplaca aegaea	JAPDRQ01 Knufia sp. JES_112	JAPETI01 Alyxoria varia	JAPETN01 Candelaria pacifica	JAPETP01 Candelina mexicana	JAPETR01 Chrysothrix sp. TS-e1954	JAPETW01 Lichina confinis	JAPEUD01 Sarea resinae	JAPEUF01 Thelocarpon impressellum	Monha1 Monacrosporium haptotylum	Morco1 Morchella importuna	Neucr Neurospora crassa trp3	Penexp1 Penicillium expansum	Phach1 Phaeomoniella chlamydospora	Podan3 Podospora anserina	PseVKM4520 Pseudogymnoascus sp. VKM F-4520	SacceM3707 Saccharomyces cerevisiae	Sclsc1 Sclerotinia sclerotiorum	Umbpus1 Lassalia pustulata	Xanthoria parietina genome from this paper	coassembly.bin.376.proteins coassembly.bin.376.proteins	coassembly.bin.378.proteins coassembly.bin.378.proteins	coassembly.bin.64.proteins coassembly.bin.64.proteins	coassembly.bin.76.proteins coassembly.bin.76.proteins
OG0002474	XP_008715429.1	jgi|Acastr1|125327|AST1_002160-RA	jgi|Altal1|1099027|estExt_Genemark1.C_250040	jgi|Amamu1|199826|estExt_fgenesh1_pg.C_790006	jgi|Artol1|6379|AOL_s00081g211m.01	jgi|Ascim1|234652|estExt_Genewise1Plus.C_60155	jgi|Aspni_DSM_1|156953|An02g04300m.01	jgi|Aurpu_var_mel1|68051|fgenesh1_pg.19_#_55	CAF9928368.1	jgi|Capcor1|99576|A1O1_06749T0	jgi|Claba1|135021|Z519_12428T0	jgi|Clagr3|6897|CLAGR_006164-RA	jgi|Cocpo1_1|2541|XM_003067494.1	jgi|Dibbae1|4007|DIBA_006734-RA	jgi|EndpusZ1|7179|EPUS_08018T0	jgi|Erypu1|4225|transcript_POS86131	jgi|Exoaq1|9882|A1O9_06315T0	jgi|Fonmu1|5827|Z520_09640T0	jgi|Fusgr1|405|FGSG_00328T0	GTX0466b15_006818-T1	GTX0486b100_001418-T1	GTX0494b19_004777-T1	jgi|Grascr1|2669|GST1_008621-RA	KAI4105813.1	KAI4104521.1	KAI4236379.1	KAI4224389.1	KAI4290487.1	KAJ9660091.1	KAI9664403.1	KAI9718231.1	KAI9697238.1	KAI9720548.1	KAI9758330.1	KAI9826179.1	KAI9819436.1	jgi|Monha1|1056|H072_1056m.01	jgi|Morco1|553009|fgenesh1_pm.18_#_73	jgi|Neucr_trp3_1|3121|Neucr2.NCU06768T0	jgi|Penexp1|5754|PEXP_010630T0	jgi|Phach1|6346|rna6345	jgi|Podan3|206333|mRNA_5161	jgi|PseVKM4520_1|4764|transcript_KFZ12809	jgi|SacceM3707_1|33183|fgenesh1_kg.5_#_118_#_NP_009515.1	jgi|Sclsc1|912|SS1G_00912T0	jgi|Umbpus1|107049|LPUS_05274T0	FUN_005994_T1_FUN_005994	coassemb376_001720-T1	coassemb378_000430-T1	coassemb64_006174-T1	coassemb76_004008-T1
OG0002475	XP_008715460.1	jgi|Acastr1|121020|AST1_001920-RA	jgi|Altal1|149218|CE149217_10911	jgi|Amamu1|156429|fgenesh1_kg.3_#_361_#_Locus4852v1rpkm45.74	jgi|Artol1|7957|AOL_s00109g125m.01	jgi|Ascim1|202421|e_gw1.1.279.1	jgi|Aspni_DSM_1|160482|An07g02530m.01	jgi|Aurpu_var_mel1|59859|e_gw1.35.3.1	CAF9930810.1	jgi|Capcor1|100443|A1O1_07626T0	jgi|Claba1|139239|Z519_05771T0	jgi|Clagr3|8668|CLAGR_008223-RA	jgi|Cocpo1_1|2564|XM_003067517.1	jgi|Dibbae1|1434|DIBA_005256-RA	jgi|EndpusZ1|7186|EPUS_08025T0	jgi|Erypu1|6233|transcript_POS87687	jgi|Exoaq1|12398|A1O9_08694T0	jgi|Fonmu1|3227|Z520_07863T0	jgi|Fusgr1|2210|FGSG_12029T0	GTX0466b15_006833-T1	GTX0486b100_004425-T1	GTX0494b19_001216-T1	jgi|Grascr1|8161|GST1_011428-RA	KAI4110095.1	KAI4087046.1	KAI4238181.1	KAI4221097.1	KAI4285946.1	KAJ9654062.1	KAI9671635.1	KAI9718526.1	KAI9696218.1	KAI9725357.1	KAI9747221.1	KAI9830933.1	KAI9824422.1	jgi|Monha1|3635|H072_3657m.01	jgi|Morco1|536420|fgenesh1_kg.29_#_66_#_Locus5607v1rpkm21.09	jgi|Neucr_trp3_1|6249|Neucr2.NCU08021T0	jgi|Penexp1|8923|PEXP_081750T0	jgi|Phach1|2182|rna2181	jgi|Podan3|209785|mRNA_8613	jgi|PseVKM4520_1|9709|transcript_KFZ02927	jgi|SacceM3707_1|37729|fgenesh1_kg.17_#_154_#_NP_116628.1	jgi|Sclsc1|1128|SS1G_07584T0	jgi|Umbpus1|103169|LPUS_09715T0	FUN_001742_T1_FUN_001742	coassemb376_007001-T1	coassemb378_007101-T1	coassemb64_008504-T1	coassemb76_007050-T1
OG0002476	XP_008715466.1	jgi|Acastr1|125830|AST1_000518-RA	jgi|Altal1|1054420|estExt_fgenesh1_pg.C_280017	jgi|Amamu1|17443|gm1.11453_g	jgi|Artol1|4904|AOL_s00078g290m.01	jgi|Ascim1|211285|e_gw1.57.18.1	jgi|Aspni_DSM_1|158682|An03g06950m.01	jgi|Aurpu_var_mel1|50489|e_gw1.13.6.1	CAF9904165.1	jgi|Capcor1|100662|A1O1_07846T0	jgi|Claba1|135006|Z519_12413T0	jgi|Clagr3|5330|CLAGR_004676-RA	jgi|Cocpo1_1|5833|XM_003070785.1	jgi|Dibbae1|290|DIBA_005172-RA	jgi|EndpusZ1|8208|EPUS_06711T0	jgi|Erypu1|4079|transcript_POS86202	jgi|Exoaq1|8801|A1O9_05225T0	jgi|Fonmu1|5844|Z520_09657T0	jgi|Fusgr1|1534|FGSG_01320T0	GTX0466b15_005773-T1	GTX0486b100_003058-T1	GTX0494b19_004872-T1	jgi|Grascr1|10417|GST1_004378-RA	KAI4106639.1	KAI4099924.1	KAI4237299.1	KAI4224518.1	KAI4286965.1	KAJ9661206.1	KAI9669051.1	KAI9707036.1	KAI9702080.1	KAI9714177.1	KAI9747161.1	KAI9838699.1	KAI9824270.1	jgi|Monha1|5112|H072_5219m.01	jgi|Morco1|6914|CE6913_11321	jgi|Neucr_trp3_1|1029|Neucr2.NCU09808T0	jgi|Penexp1|9675|PEXP_099820T0	jgi|Phach1|6131|rna6130	jgi|Podan3|202512|mRNA_1340	jgi|PseVKM4520_1|7650|transcript_KFZ07956	jgi|SacceM3707_1|36645|fgenesh1_kg.13_#_90_#_NP_013100.1	jgi|Sclsc1|6107|SS1G_01608T0	jgi|Umbpus1|104708|LPUS_11523T0	FUN_008386_T1_FUN_008386	coassemb376_000608-T1	coassemb378_005150-T1	coassemb64_002429-T1	coassemb76_004545-T1
OG0002478	XP_008715549.1	jgi|Acastr1|123532|AST1_004009-RA	jgi|Altal1|1018842|fgenesh1_kg.6_#_488_#_Locus8492v1rpkm5.40	jgi|Amamu1|184141|fgenesh1_pm.4_#_190	jgi|Artol1|8532|AOL_s00117g18m.01	jgi|Ascim1|415457|fgenesh1_RNNotator_kg.44_#_77_#_Locus5689v1rpkm22.27	jgi|Aspni_DSM_1|161966|An08g07060m.01	jgi|Aurpu_var_mel1|85544|gm1.5940_g	CAF9912788.1	jgi|Capcor1|96153|A1O1_03298T0	jgi|Claba1|138649|Z519_05180T0	jgi|Clagr3|6530|CLAGR_006481-RA	jgi|Cocpo1_1|3806|XM_003068759.1	jgi|Dibbae1|371|DIBA_005098-RA	jgi|EndpusZ1|2143|EPUS_08941T0	jgi|Erypu1|1321|transcript_POS87313	jgi|Exoaq1|4162|A1O9_11685T0	jgi|Fonmu1|11032|Z520_04231T0	jgi|Fusgr1|3734|FGSG_04295T0	GTX0466b15_003817-T1	GTX0486b100_003551-T1	GTX0494b19_006096-T1	jgi|Grascr1|12357|GST1_005161-RA	KAI4106224.1	KAI4109577.1	KAI4238082.1	KAI4228360.1	KAI4288781.1	KAJ9659301.1	KAI9668364.1	KAI9719725.1	KAI9706136.1	KAI9727254.1	KAI9748743.1	KAI9830834.1	KAI9812263.1	jgi|Monha1|10528|H072_11150m.01	jgi|Morco1|564779|estExt_fgenesh1_pg.C_210001	jgi|Neucr_trp3_1|3378|Neucr2.NCU01625T0	jgi|Penexp1|5366|PEXP_058250T0	jgi|Phach1|1503|rna1502	jgi|Podan3|209464|mRNA_8292	jgi|PseVKM4520_1|9476|transcript_KFZ03186	jgi|SacceM3707_1|38428|fgenesh1_kg.22_#_49_#_NP_011098.1	jgi|Sclsc1|3150|SS1G_09606T0	jgi|Umbpus1|107370|LPUS_05593T0	FUN_007492_T1_FUN_007492	coassemb376_007278-T1	coassemb378_002633-T1	coassemb64_006210-T1	coassemb76_004630-T1
OG0002492	XP_008716131.1	jgi|Acastr1|124273|AST1_000891-RA	jgi|Altal1|1020719|fgenesh1_kg.11_#_163_#_Locus1127v1rpkm139.85	jgi|Amamu1|620528|CE419291_31510	jgi|Artol1|7308|AOL_s00097g124m.01	jgi|Ascim1|371515|estExt_fgenesh1_pg.C_10150	jgi|Aspni_DSM_1|161996|An08g07360m.01	jgi|Aurpu_var_mel1|66163|fgenesh1_pg.10_#_249	CAF9939984.1	jgi|Capcor1|95541|A1O1_02681T0	jgi|Claba1|130246|Z519_08553T0	jgi|Clagr3|10902|CLAGR_010489-RA	jgi|Cocpo1_1|4092|XM_003069045.1	jgi|Dibbae1|3114|DIBA_001907-RA	jgi|EndpusZ1|8251|EPUS_08190T0	jgi|Erypu1|1579|transcript_POS87246	jgi|Exoaq1|3317|A1O9_10834T0	jgi|Fonmu1|614|Z520_00616T0	jgi|Fusgr1|11365|FGSG_09817T0	GTX0466b15_005868-T1	GTX0486b100_003765-T1	GTX0494b19_000013-T1	jgi|Grascr1|8252|GST1_003163-RA	KAI4108786.1	KAI4103786.1	KAI4239228.1	KAI4229507.1	KAI4287169.1	KAJ9657273.1	KAI9660200.1	KAI9724037.1	KAI9705512.1	KAI9717211.1	KAI9747880.1	KAI9836393.1	KAI9828070.1	jgi|Monha1|5944|H072_6137m.01	jgi|Morco1|533263|fgenesh1_kg.9_#_141_#_Locus3216v1rpkm48.11	jgi|Neucr_trp3_1|5651|Neucr2.NCU06632T0	jgi|Penexp1|7057|PEXP_082180T0	jgi|Phach1|4099|rna4098	jgi|Podan3|209739|mRNA_8567	jgi|PseVKM4520_1|1024|transcript_KFZ19652	jgi|SacceM3707_1|33806|fgenesh1_kg.6_#_116_#_NP_011596.1	jgi|Sclsc1|2031|SS1G_08487T0	jgi|Umbpus1|104278|LPUS_11002T0	FUN_004295_T1_FUN_004295	coassemb376_004424-T1	coassemb378_002969-T1	coassemb64_004831-T1	coassemb76_007676-T1
OG0002493	XP_008716159.1	jgi|Acastr1|120452|AST1_008378-RA	jgi|Altal1|1020614|fgenesh1_kg.11_#_58_#_Locus3375v3rpkm0.78_PRE	jgi|Amamu1|269198|CE67961_32984	jgi|Artol1|691|AOL_s00006g31m.01	jgi|Ascim1|301541|fgenesh1_pg.4_#_61	jgi|Aspni_DSM_1|166381|An14g05990m.01	jgi|Aurpu_var_mel1|75494|fgenesh1_pm.10_#_285	CAF9939129.1	jgi|Capcor1|95416|A1O1_02555T0	jgi|Claba1|132951|Z519_01429T0	jgi|Clagr3|7278|CLAGR_006705-RA	jgi|Cocpo1_1|4125|XM_003069078.1	jgi|Dibbae1|11711|DIBA_004789-RA	jgi|EndpusZ1|8890|EPUS_02729T0	jgi|Erypu1|426|transcript_POS84208	jgi|Exoaq1|11901|A1O9_08217T0	jgi|Fonmu1|6654|Z520_01864T0	jgi|Fusgr1|6599|FGSG_12785T0	GTX0466b15_000285-T1	GTX0486b100_005980-T1	GTX0494b19_000173-T1	jgi|Grascr1|8026|GST1_011648-RA	KAI4108136.1	KAI4091074.1	KAI4238652.1	KAI4227703.1	KAI4266960.1	KAJ9651634.1	KAI9662700.1	KAI9723997.1	KAI9705474.1	KAI9728117.1	KAI9751826.1	KAI9836630.1	KAI9827206.1	jgi|Monha1|2694|H072_2699m.01	jgi|Morco1|495263|e_gw1.71.108.1	jgi|Neucr_trp3_1|6071|Neucr2.NCU04440T0	jgi|Penexp1|10632|PEXP_060090T0	jgi|Phach1|4600|rna4599	jgi|Podan3|203632|mRNA_2460	jgi|PseVKM4520_1|3359|transcript_KFZ15343	jgi|SacceM3707_1|36285|fgenesh1_kg.12_#_10_#_NP_012515.2	jgi|Sclsc1|1869|SS1G_08325T0	jgi|Umbpus1|103422|LPUS_10025T0	FUN_004115_T1_FUN_004115	coassemb376_005204-T1	coassemb378_003167-T1	coassemb64_000314-T1	coassemb76_004401-T1
OG0002499	XP_008716310.1	jgi|Acastr1|119207|AST1_001889-RA	jgi|Altal1|986516|estExt_Genewise1Plus.C_7_t20448	jgi|Amamu1|161245|fgenesh1_kg.17_#_40_#_Locus7024v1rpkm27.14	jgi|Artol1|11356|AOL_s00215g803m.01	jgi|Ascim1|410969|fgenesh1_RNNotator_kg.4_#_80_#_Locus4675v1rpkm30.42	jgi|Aspni_DSM_1|161993|An08g07330m.01	jgi|Aurpu_var_mel1|87322|gm1.7718_g	CAF9935663.1	jgi|Capcor1|95643|A1O1_02783T0	jgi|Claba1|133289|Z519_01767T0	jgi|Clagr3|11019|CLAGR_010872-RA	jgi|Cocpo1_1|4089|XM_003069042.1	jgi|Dibbae1|2603|DIBA_009583-RA	jgi|EndpusZ1|2420|EPUS_02072T0	jgi|Erypu1|5330|transcript_POS85443	jgi|Exoaq1|2291|A1O9_09817T0	jgi|Fonmu1|8717|Z520_02792T0	jgi|Fusgr1|1957|FGSG_01699T0	GTX0466b15_000180-T1	GTX0486b100_002318-T1	GTX0494b19_002911-T1	jgi|Grascr1|5147|GST1_009303-RA	KAI4099868.1	KAI4098264.1	KAI4231576.1	KAI4219480.1	KAI4289756.1	KAJ9654485.1	KAI9666721.1	KAI9722037.1	KAI9703799.1	KAI9726763.1	KAI9748948.1	KAI9832268.1	KAI9828127.1	jgi|Monha1|10869|H072_11560m.01	jgi|Morco1|560278|estExt_fgenesh1_pm.C_510027	jgi|Neucr_trp3_1|3603|Neucr2.NCU08730T0	jgi|Penexp1|7060|PEXP_082210T0	jgi|Phach1|306|rna305	jgi|Podan3|209285|mRNA_8113	jgi|PseVKM4520_1|5290|transcript_KFZ11768	jgi|SacceM3707_1|31895|fgenesh1_kg.3_#_158_#_NP_013951.1	jgi|Sclsc1|3111|SS1G_09567T0	jgi|Umbpus1|99452|LPUS_06045T0	FUN_004397_T1_FUN_004397	coassemb376_005484-T1	coassemb378_003946-T1	coassemb64_008243-T1	coassemb76_008003-T1
OG0002515	XP_008716481.1	jgi|Acastr1|119192|AST1_001874-RA	jgi|Altal1|1093736|estExt_Genemark1.C_70407	jgi|Amamu1|72104|e_gw1.8.764.1	jgi|Artol1|11334|AOL_s00215g781m.01	jgi|Ascim1|413310|fgenesh1_RNNotator_kg.19_#_79_#_Locus2556v1rpkm63.89	jgi|Aspni_DSM_1|166313|An14g05310m.01	jgi|Aurpu_var_mel1|56129|e_gw1.23.409.1	CAF9939724.1	jgi|Capcor1|95565|A1O1_02705T0	jgi|Claba1|130256|Z519_08563T0	jgi|Clagr3|6409|CLAGR_006045-RA	jgi|Cocpo1_1|4103|XM_003069056.1	jgi|Dibbae1|4766|DIBA_008273-RA	jgi|EndpusZ1|8241|EPUS_08180T0	jgi|Erypu1|629|transcript_POS87480	jgi|Exoaq1|11939|A1O9_08255T0	jgi|Fonmu1|621|Z520_00623T0	jgi|Fusgr1|12861|FGSG_10832T0	GTX0466b15_005803-T1	GTX0486b100_007841-T1	GTX0494b19_006918-T1	jgi|Grascr1|2511|GST1_002398-RA	KAI4103197.1	KAI4098411.1	KAI4232748.1	KAI4221072.1	KAI4286797.1	KAJ9658442.1	KAI9660264.1	KAI9716667.1	KAI9703782.1	KAI9728180.1	KAI9749338.1	KAI9832258.1	KAI9828096.1	jgi|Monha1|5626|H072_5805m.01	jgi|Morco1|538738|fgenesh1_kg.51_#_45_#_Locus1345v1rpkm134.17	jgi|Neucr_trp3_1|3227|Neucr2.NCU01791T0	jgi|Penexp1|2869|PEXP_088050T0	jgi|Phach1|2862|rna2861	jgi|Podan3|206293|mRNA_5121	jgi|PseVKM4520_1|6078|transcript_KFZ10363	jgi|SacceM3707_1|35096|fgenesh1_kg.8_#_258_#_NP_012883.1	jgi|Sclsc1|8971|SS1G_02386T0	jgi|Umbpus1|106207|LPUS_04290T0	FUN_004458_T1_FUN_004458	coassemb376_004668-T1	coassemb378_004612-T1	coassemb64_002988-T1	coassemb76_006743-T1
OG0002516	XP_008716482.1	jgi|Acastr1|119191|AST1_001873-RA	jgi|Altal1|1030217|fgenesh1_pm.7_#_332	jgi|Amamu1|155513|fgenesh1_kg.2_#_39_#_Locus948v1rpkm208.64	jgi|Artol1|11335|AOL_s00215g782m.01	jgi|Ascim1|409921|fgenesh1_RNNotator_kg.1_#_68_#_Locus314v1rpkm505.86	jgi|Aspni_DSM_1|166314|An14g05320m.01	jgi|Aurpu_var_mel1|20874|gw1.23.194.1	CAF9939727.1	jgi|Capcor1|95564|A1O1_02704T0	jgi|Claba1|130255|Z519_08562T0	jgi|Clagr3|6410|CLAGR_006046-RA	jgi|Cocpo1_1|4102|XM_003069055.1	jgi|Dibbae1|4767|DIBA_008274-RA	jgi|EndpusZ1|8242|EPUS_08181T0	jgi|Erypu1|5570|transcript_POS85279	jgi|Exoaq1|11938|A1O9_08254T0	jgi|Fonmu1|620|Z520_00622T0	jgi|Fusgr1|12862|FGSG_10831T0	GTX0466b15_005802-T1	GTX0486b100_007840-T1	GTX0494b19_006919-T1	jgi|Grascr1|2510|GST1_002397-RA	KAI4103196.1	KAI4098412.1	KAI4232747.1	KAI4221073.1	KAI4286796.1	KAJ9658441.1	KAI9660265.1	KAI9722073.1	KAI9703781.1	KAI9728181.1	KAI9748951.1	KAI9832257.1	KAI9828098.1	jgi|Monha1|5627|H072_5806m.01	jgi|Morco1|511227|estExt_Genewise1.C_510080	jgi|Neucr_trp3_1|3226|Neucr2.NCU01792T0	jgi|Penexp1|2870|PEXP_088060T0	jgi|Phach1|2863|rna2862	jgi|Podan3|206292|mRNA_5120	jgi|PseVKM4520_1|6077|transcript_KFZ10362	jgi|SacceM3707_1|34984|fgenesh1_kg.8_#_146_#_Locus231v1rpkm774.34	jgi|Sclsc1|8972|SS1G_02387T0	jgi|Umbpus1|106206|LPUS_04289T0	FUN_004457_T1_FUN_004457	coassemb376_004667-T1	coassemb378_004611-T1	coassemb64_002989-T1	coassemb76_006744-T1
OG0002520	XP_008716531.1	jgi|Acastr1|127322|AST1_007532-RA	jgi|Altal1|968321|estExt_Genewise1.C_17_t10351	jgi|Amamu1|156242|fgenesh1_kg.3_#_174_#_Locus1037v2rpkm111.57	jgi|Artol1|5960|AOL_s00080g234m.01	jgi|Ascim1|360303|estExt_Genemark1.C_190067	jgi|Aspni_DSM_1|161006|An07g07860m.01	jgi|Aurpu_var_mel1|40960|e_gw1.3.615.1	CAF9936631.1	jgi|Capcor1|95051|A1O1_02190T0	jgi|Claba1|139058|Z519_05590T0	jgi|Clagr3|2571|CLAGR_002542-RA	jgi|Cocpo1_1|6718|XM_003071671.1	jgi|Dibbae1|12581|DIBA_004257-RA	jgi|EndpusZ1|1106|EPUS_08443T0	jgi|Erypu1|1721|transcript_POS83291	jgi|Exoaq1|11846|A1O9_08162T0	jgi|Fonmu1|6857|Z520_02067T0	jgi|Fusgr1|920|FGSG_00781T0	GTX0466b15_000701-T1	GTX0486b100_005477-T1	GTX0494b19_007298-T1	jgi|Grascr1|10629|GST1_005506-RA	KAI4100614.1	KAI4088232.1	KAI4232912.1	KAI4221047.1	KAI4275223.1	KAJ9662863.1	KAI9652437.1	KAI9712966.1	KAI9704960.1	KAI9728338.1	KAI9747865.1	KAI9826988.1	KAI9816720.1	jgi|Monha1|10889|H072_11580m.01	jgi|Morco1|484066|e_gw1.12.53.1	jgi|Neucr_trp3_1|1887|Neucr2.NCU00823T0	jgi|Penexp1|4031|PEXP_031040T0	jgi|Phach1|5035|rna5034	jgi|Podan3|201745|mRNA_573	jgi|PseVKM4520_1|10472|transcript_KFZ23902	jgi|SacceM3707_1|37682|fgenesh1_kg.17_#_107_#_NP_116659.1	jgi|Sclsc1|12793|SS1G_05822T0	jgi|Umbpus1|103533|LPUS_10159T0	FUN_005802_T1_FUN_005802	coassemb376_002212-T1	coassemb378_005995-T1	coassemb64_002828-T1	coassemb76_005279-T1
OG0002526	XP_008716680.1	jgi|Acastr1|122709|AST1_004782-RA	jgi|Altal1|1086463|MIX18361_4210_82	jgi|Amamu1|186486|fgenesh1_pm.21_#_26	jgi|Artol1|524|AOL_s00004g524m.01	jgi|Ascim1|418862|fgenesh1_RNNotator_kg.164_#_3_#_Locus2850v1rpkm56.36	jgi|Aspni_DSM_1|166401|An14g06190m.01	jgi|Aurpu_var_mel1|17663|gw1.20.126.1	CAF9943699.1	jgi|Capcor1|92483|A1O1_08907T0	jgi|Claba1|130440|Z519_08747T0	jgi|Clagr3|3923|CLAGR_003746-RA	jgi|Cocpo1_1|2214|XM_003067167.1	jgi|Dibbae1|1373|DIBA_007661-RA	jgi|EndpusZ1|97|EPUS_06135T0	jgi|Erypu1|3041|transcript_POS86740	jgi|Exoaq1|2911|A1O9_10433T0	jgi|Fonmu1|753|Z520_00755T0	jgi|Fusgr1|7059|FGSG_06096T0	GTX0466b15_006026-T1	GTX0486b100_004763-T1	GTX0494b19_008395-T1	jgi|Grascr1|3281|GST1_008417-RA	KAI4105041.1	KAI4108368.1	KAI4218010.1	KAI4224439.1	KAI4286503.1	KAJ9653953.1	KAI9652954.1	KAI9718078.1	KAI9698744.1	KAI9716619.1	KAI9757072.1	KAI9837223.1	KAI9827809.1	jgi|Monha1|6811|H072_7030m.01	jgi|Morco1|532765|fgenesh1_kg.7_#_78_#_Locus5010v1rpkm25.71	jgi|Neucr_trp3_1|8025|Neucr2.NCU01468T0	jgi|Penexp1|10652|PEXP_060290T0	jgi|Phach1|6512|rna6511	jgi|Podan3|204389|mRNA_3217	jgi|PseVKM4520_1|2765|transcript_KFZ16452	jgi|SacceM3707_1|33804|fgenesh1_kg.6_#_114_#_NP_011597.1	jgi|Sclsc1|10559|SS1G_03588T0	jgi|Umbpus1|99808|LPUS_06382T0	FUN_000582_T1_FUN_000582	coassemb376_000394-T1	coassemb378_006846-T1	coassemb64_007978-T1	coassemb76_003385-T1
OG0002528	XP_008716695.1	jgi|Acastr1|125414|AST1_002091-RA	jgi|Altal1|1022406|fgenesh1_kg.16_#_120_#_Locus3009v2rpkm21.33	jgi|Amamu1|6712|gm1.722_g	jgi|Artol1|3538|AOL_s00054g871m.01	jgi|Ascim1|413892|fgenesh1_RNNotator_kg.25_#_33_#_Locus1076v1rpkm148.18	jgi|Aspni_DSM_1|161311|An08g00480m.01	jgi|Aurpu_var_mel1|49055|e_gw1.11.127.1	CAF9919441.1	jgi|Capcor1|95345|A1O1_02484T0	jgi|Claba1|133334|Z519_01812T0	jgi|Clagr3|5583|CLAGR_004869-RA	jgi|Cocpo1_1|5317|XM_003070270.1	jgi|Dibbae1|4901|DIBA_000714-RA	jgi|EndpusZ1|5820|EPUS_06009T0	jgi|Erypu1|2992|transcript_POS82577	jgi|Exoaq1|2253|A1O9_09779T0	jgi|Fonmu1|8670|Z520_02745T0	jgi|Fusgr1|11558|FGSG_09989T0	GTX0466b15_000414-T1	GTX0486b100_002692-T1	GTX0494b19_007252-T1	jgi|Grascr1|3365|GST1_007913-RA	KAI4102386.1	KAI4104124.1	KAI4226382.1	KAI4229381.1	KAI4287340.1	KAJ9654388.1	KAI9671725.1	KAI9715995.1	KAI9696993.1	KAI9717476.1	KAI9756348.1	KAI9825323.1	KAI9829026.1	jgi|Monha1|6624|H072_6837m.01	jgi|Morco1|576442|gm1.7218_g	jgi|Neucr_trp3_1|9073|Neucr2.NCU03859T0	jgi|Penexp1|9712|PEXP_100190T0	jgi|Phach1|4074|rna4073	jgi|Podan3|206975|mRNA_5803	jgi|PseVKM4520_1|1392|transcript_KFZ19033	jgi|SacceM3707_1|38403|fgenesh1_kg.22_#_24_#_NP_011083.1	jgi|Sclsc1|4100|SS1G_10556T0	jgi|Umbpus1|104925|LPUS_11756T0	FUN_008178_T1_FUN_008178	coassemb376_002701-T1	coassemb378_007144-T1	coassemb64_005195-T1	coassemb76_008294-T1
OG0002533	XP_008716806.1	jgi|Acastr1|121620|AST1_000400-RA	jgi|Altal1|1020587|fgenesh1_kg.11_#_31_#_Locus7117v1rpkm10.31	jgi|Amamu1|21521|estExt_Genemark1.C_50234	jgi|Artol1|991|AOL_s00006g331m.01	jgi|Ascim1|413906|fgenesh1_RNNotator_kg.25_#_47_#_Locus3360v1rpkm47.11	jgi|Aspni_DSM_1|166163|An14g03790m.01	jgi|Aurpu_var_mel1|48217|e_gw1.10.413.1	CAF9940571.1	jgi|Capcor1|92605|A1O1_09029T0	jgi|Claba1|134174|Z519_11576T0	jgi|Clagr3|2048|CLAGR_002036-RA	jgi|Cocpo1_1|1331|XM_003066283.1	jgi|Dibbae1|5991|DIBA_000033-RA	jgi|EndpusZ1|5306|EPUS_00462T0	jgi|Erypu1|1782|transcript_POS87189	jgi|Exoaq1|2867|A1O9_10389T0	jgi|Fonmu1|822|Z520_00824T0	jgi|Fusgr1|11215|FGSG_09686T0	GTX0466b15_007423-T1	GTX0486b100_000573-T1	GTX0494b19_000296-T1	jgi|Grascr1|10342|GST1_012081-RA	KAI4108181.1	KAI4094335.1	KAI4231527.1	KAI4221196.1	KAI4290352.1	KAJ9651995.1	KAI9665535.1	KAI9724133.1	KAI9705555.1	KAI9723162.1	KAI9751614.1	KAI9836567.1	KAI9815370.1	jgi|Monha1|9957|H072_10488m.01	jgi|Morco1|564783|estExt_fgenesh1_pg.C_210005	jgi|Neucr_trp3_1|5792|Neucr2.NCU08312T0	jgi|Penexp1|2595|PEXP_107590T0	jgi|Phach1|3586|rna3585	jgi|Podan3|209605|mRNA_8433	jgi|PseVKM4520_1|5006|transcript_KFZ12354	jgi|SacceM3707_1|30730|fgenesh1_kg.1_#_592_#_NP_010448.1	jgi|Sclsc1|1791|SS1G_08247T0	jgi|Umbpus1|103394|LPUS_09991T0	FUN_004055_T1_FUN_004055	coassemb376_005644-T1	coassemb378_002743-T1	coassemb64_000084-T1	coassemb76_004949-T1
